동물명(추정),파일명,사용 상태,ARP 여부,리그 타입,ARP 마커,ARP 마커 수,동명 파일 수,폴더,경로,수정일,파일 크기
baby_rabbit,Baby_Rabbit_Pose2.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,17,normal,Asset/BlenderFile/normal/baby_rabbit/blender/BackUp/Baby_Rabbit_Pose2.blend,2022-11-28,9.0 MB
baby_rabbit,Baby_Rabbit_eat.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,17,normal,Asset/BlenderFile/normal/baby_rabbit/blender/BackUp/Baby_Rabbit_eat.blend,2021-08-30,4.0 MB
baby_rabbit,Baby_Rabbit_idle.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,17,normal,Asset/BlenderFile/normal/baby_rabbit/blender/BackUp/Baby_Rabbit_idle.blend,2021-08-30,3.7 MB
baby_rabbit,Baby_Rabbit_jump.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,17,normal,Asset/BlenderFile/normal/baby_rabbit/blender/BackUp/Baby_Rabbit_jump.blend,2021-08-30,3.8 MB
baby_rabbit,Baby_Rabbit_jump_down.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,17,normal,Asset/BlenderFile/normal/baby_rabbit/blender/BackUp/Baby_Rabbit_jump_down.blend,2021-08-30,4.3 MB
baby_rabbit,Baby_Rabbit_jump_up.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,17,normal,Asset/BlenderFile/normal/baby_rabbit/blender/BackUp/Baby_Rabbit_jump_up.blend,2021-08-30,4.3 MB
baby_rabbit,Baby_Rabbit_rig.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,17,normal,Asset/BlenderFile/normal/baby_rabbit/blender/BackUp/Baby_Rabbit_rig.blend,2024-11-12,3.9 MB
baby_rabbit,Baby_Rabbit_run.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,17,normal,Asset/BlenderFile/normal/baby_rabbit/blender/BackUp/Baby_Rabbit_run.blend,2021-08-30,4.2 MB
baby_rabbit,Baby_Rabbit_sleep.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,17,normal,Asset/BlenderFile/normal/baby_rabbit/blender/BackUp/Baby_Rabbit_sleep.blend,2021-08-30,3.7 MB
baby_rabbit,Baby_Rabbit_stand.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,17,normal,Asset/BlenderFile/normal/baby_rabbit/blender/BackUp/Baby_Rabbit_stand.blend,2021-08-30,4.0 MB
baby_rabbit,Baby_Rabbit_walk.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,17,normal,Asset/BlenderFile/normal/baby_rabbit/blender/BackUp/Baby_Rabbit_walk.blend,2021-08-30,4.0 MB
baby_rabbit,Baby_Rabbit_walk_2.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,17,normal,Asset/BlenderFile/normal/baby_rabbit/blender/BackUp/Baby_Rabbit_walk_2.blend,2021-08-30,3.9 MB
baby_rabbit,Baby_Rabbit_walk_3.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,17,normal,Asset/BlenderFile/normal/baby_rabbit/blender/BackUp/Baby_Rabbit_walk_3.blend,2021-08-30,4.2 MB
baby_rabbit,Baby_Rabbit_wash.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,17,normal,Asset/BlenderFile/normal/baby_rabbit/blender/BackUp/Baby_Rabbit_wash.blend,2021-08-30,3.9 MB
baby_wolf,Baby_Wolf_animation.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,10,normal,Asset/BlenderFile/normal/Baby_wolf/Baby_Wolf_animation.blend,2022-03-04,7.1 MB
baby_wolf,Baby_Wolf_jump_down.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,10,normal,Asset/BlenderFile/normal/Baby_wolf/Baby_Wolf_jump_down.blend,2021-09-17,4.1 MB
baby_wolf,Baby_Wolf_jump_up.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,10,normal,Asset/BlenderFile/normal/Baby_wolf/Baby_Wolf_jump_up.blend,2021-09-17,4.1 MB
baby_wolf,Baby_Wolf_run.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,10,normal,Asset/BlenderFile/normal/Baby_wolf/Baby_Wolf_run.blend,2021-09-17,4.1 MB
baby_wolf,Baby_Wolf_trot.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,10,normal,Asset/BlenderFile/normal/Baby_wolf/Baby_Wolf_trot.blend,2021-09-17,4.1 MB
baby_wolf,Baby_Wolf_walk.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,10,normal,Asset/BlenderFile/normal/Baby_wolf/Baby_Wolf_walk.blend,2021-09-17,3.8 MB
baby_wolf,Baby_Wolf_1.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,10,normal,Asset/BlenderFile/normal/Baby_wolf/Timeline/Baby_Wolf_1.blend,2022-03-04,7.4 MB
baby_wolf,Baby_Wolf_2.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,10,normal,Asset/BlenderFile/normal/Baby_wolf/Timeline/Baby_Wolf_2.blend,2022-03-04,7.2 MB
babydeer,babydeer_Animation1.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,13,normal,Asset/BlenderFile/normal/baby_deer/blender/babydeer_Animation1.blend,2021-12-13,6.7 MB
babydeer,babydeer_Animation2.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,13,normal,Asset/BlenderFile/normal/baby_deer/blender/babydeer_Animation2.blend,2023-03-15,9.1 MB
babydeer,babydeer_idle.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,13,normal,Asset/BlenderFile/normal/baby_deer/blender/babydeer_idle.blend,2021-08-31,3.9 MB
babydeer,babydeer_look.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,13,normal,Asset/BlenderFile/normal/baby_deer/blender/babydeer_look.blend,2021-09-01,4.2 MB
babydeer,babydeer_pose.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,13,normal,Asset/BlenderFile/normal/baby_deer/blender/babydeer_pose.blend,2023-03-15,9.3 MB
babydeer,babydeer_rig.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,13,normal,Asset/BlenderFile/normal/baby_deer/blender/babydeer_rig.blend,2021-08-31,3.5 MB
babydeer,babydeer_run.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,13,normal,Asset/BlenderFile/normal/baby_deer/blender/babydeer_run.blend,2021-08-31,4.5 MB
babydeer,babydeer_run_down.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,13,normal,Asset/BlenderFile/normal/baby_deer/blender/babydeer_run_down.blend,2021-08-31,4.5 MB
babydeer,babydeer_run_up.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,13,normal,Asset/BlenderFile/normal/baby_deer/blender/babydeer_run_up.blend,2021-08-31,4.6 MB
babydeer,babydeer_shake.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,13,normal,Asset/BlenderFile/normal/baby_deer/blender/babydeer_shake.blend,2021-08-31,4.2 MB
babydeer,babydeer_trot.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,13,normal,Asset/BlenderFile/normal/baby_deer/blender/babydeer_trot.blend,2021-08-31,4.6 MB
babydeer,babydeer_walk.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,13,normal,Asset/BlenderFile/normal/baby_deer/blender/babydeer_walk.blend,2021-08-31,4.5 MB
babyfox,babyfox_animation_all.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,15,normal,Asset/BlenderFile/normal/baby_fox/blender/babyfox_animation_all.blend,2021-10-26,6.5 MB
babyfox,babyfox_animation_all_009.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,15,normal,Asset/BlenderFile/normal/baby_fox/blender/babyfox_animation_all_009.blend,2021-08-20,7.6 MB
babyfox,babyfox_idle.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,15,normal,Asset/BlenderFile/normal/baby_fox/blender/babyfox_idle.blend,2021-09-15,3.8 MB
babyfox,babyfox_jump.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,15,normal,Asset/BlenderFile/normal/baby_fox/blender/babyfox_jump.blend,2021-09-15,3.8 MB
babyfox,babyfox_jump_down.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,15,normal,Asset/BlenderFile/normal/baby_fox/blender/babyfox_jump_down.blend,2021-09-15,4.2 MB
babyfox,babyfox_jump_up.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,15,normal,Asset/BlenderFile/normal/baby_fox/blender/babyfox_jump_up.blend,2021-09-15,4.3 MB
babyfox,babyfox_rig.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,15,normal,Asset/BlenderFile/normal/baby_fox/blender/babyfox_rig.blend,2022-03-03,3.4 MB
babyfox,babyfox_run.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,15,normal,Asset/BlenderFile/normal/baby_fox/blender/babyfox_run.blend,2021-09-15,4.1 MB
babyfox,babyfox_sit.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,15,normal,Asset/BlenderFile/normal/baby_fox/blender/babyfox_sit.blend,2021-09-15,3.8 MB
babyfox,babyfox_sleep.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,15,normal,Asset/BlenderFile/normal/baby_fox/blender/babyfox_sleep.blend,2021-09-15,3.8 MB
babyfox,babyfox_trot.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,15,normal,Asset/BlenderFile/normal/baby_fox/blender/babyfox_trot.blend,2021-09-15,4.2 MB
babyfox,babyfox_walk.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,15,normal,Asset/BlenderFile/normal/baby_fox/blender/babyfox_walk.blend,2021-09-15,3.8 MB
babyfox,babyfox_rig_01.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,15,normal,Asset/BlenderFile/normal/baby_fox/blender/timeline/babyfox_rig_01.blend,2022-03-02,3.4 MB
babyfox,babyfox_rig_02.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,15,normal,Asset/BlenderFile/normal/baby_fox/blender/timeline/babyfox_rig_02.blend,2022-03-02,3.4 MB
bald_eagle,Bald_Eagle.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,7,normal,Asset/BlenderFile/normal/bald_eagle/Bald_Eagle.blend,2021-11-15,3.5 MB
bald_eagle,Bald_Eagle_animation.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,7,normal,Asset/BlenderFile/normal/bald_eagle/Bald_Eagle_animation.blend,2021-11-22,12.3 MB
bald_eagle,Bald_Eagle_animation1.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,7,normal,Asset/BlenderFile/normal/bald_eagle/Bald_Eagle_animation1.blend,2022-09-02,15.6 MB
bald_eagle,Bald_Eagle_rig.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,7,normal,Asset/BlenderFile/normal/bald_eagle/Bald_Eagle_rig.blend,2021-11-16,4.1 MB
bald_eagle,Bald_Eagle_rig2.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,7,normal,Asset/BlenderFile/normal/bald_eagle/Bald_Eagle_rig2.blend,2021-11-16,4.3 MB
bald_eagle,Bald_Eagle_rig3.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,7,normal,Asset/BlenderFile/normal/bald_eagle/Bald_Eagle_rig3.blend,2021-11-16,9.3 MB
chinchilla,Chinchilla_AllAni_0822.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,4,normal,Asset/BlenderFile/normal/chinchilla/Chinchilla_AllAni_0822.blend,2024-08-28,7.5 MB
chinchilla,Chinchilla_idleC01.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,4,normal,Asset/BlenderFile/normal/chinchilla/Chinchilla_idleC01.blend,2023-08-18,6.5 MB
chinchilla,Chinchilla_pose.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,4,normal,Asset/BlenderFile/normal/chinchilla/Chinchilla_pose.blend,2023-08-11,5.8 MB
flamingo,flamingo_animation3.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,25,normal,Asset/BlenderFile/normal/flamingo/blender/flamingo_animation3.blend,2022-06-07,8.1 MB
flamingo,flamingo_animation6.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,25,normal,Asset/BlenderFile/normal/flamingo/blender/flamingo_animation6.blend,2023-06-28,10.6 MB
flamingo,flamingo_rig_fix.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,25,normal,Asset/BlenderFile/normal/flamingo/blender/flamingo_rig_fix.blend,2022-06-07,3.5 MB
gorilla,Gorilla_aniamation_220316.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,13,normal,Asset/BlenderFile/normal/Gorilla/BackUp/Gorilla_aniamation_220316.blend,2022-03-16,5.7 MB
gorilla,Gorilla.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,13,normal,Asset/BlenderFile/normal/Gorilla/Gorilla.blend,2022-03-08,4.5 MB
gorilla,Gorilla_PoseTest.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,13,normal,Asset/BlenderFile/normal/Gorilla/Gorilla_PoseTest.blend,2022-03-15,6.6 MB
gorilla,Gorilla_Rig.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,13,normal,Asset/BlenderFile/normal/Gorilla/Gorilla_Rig.blend,2022-03-14,3.4 MB
gorilla,Gorilla_aniamation.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,13,normal,Asset/BlenderFile/normal/Gorilla/Gorilla_aniamation.blend,2022-03-16,12.9 MB
gorilla,Gorilla_aniamation_220318.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,13,normal,Asset/BlenderFile/normal/Gorilla/Gorilla_aniamation_220318.blend,2022-03-22,37.0 MB
gorilla,Gorilla_aniamation_220322.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,13,normal,Asset/BlenderFile/normal/Gorilla/Gorilla_aniamation_220322.blend,2022-03-23,42.1 MB
gorilla,Gorilla_aniamation_220323.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,13,normal,Asset/BlenderFile/normal/Gorilla/Gorilla_aniamation_220323.blend,2022-03-30,47.8 MB
gorilla,Gorilla_test.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,13,normal,Asset/BlenderFile/normal/Gorilla/Gorilla_test.blend,2022-03-14,4.6 MB
gorilla,Gorilla_trot.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,13,normal,Asset/BlenderFile/normal/Gorilla/Gorilla_trot.blend,2022-03-18,10.6 MB
gorilla,Gorilla_walk.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,13,normal,Asset/BlenderFile/normal/Gorilla/Gorilla_walk.blend,2022-03-14,4.3 MB
gorilla,Gorilla_walk_fix.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,13,normal,Asset/BlenderFile/normal/Gorilla/Gorilla_walk_fix.blend,2022-03-14,4.2 MB
mole,Mole_digup.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",12,6,normal,Asset/BlenderFile/normal/mole/Mole_digup.blend,2021-09-16,3.5 MB
mole,Mole_idleA.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",12,6,normal,Asset/BlenderFile/normal/mole/Mole_idleA.blend,2021-09-16,3.6 MB
mole,Mole_idleB.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",12,6,normal,Asset/BlenderFile/normal/mole/Mole_idleB.blend,2021-09-16,3.6 MB
mole,Mole_lookaround.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",12,6,normal,Asset/BlenderFile/normal/mole/Mole_lookaround.blend,2021-09-16,3.7 MB
mole,Mole_pose.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",12,6,normal,Asset/BlenderFile/normal/mole/Mole_pose.blend,2022-12-08,7.9 MB
squirrel,Squirrel.blend,이전 버전,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,9,normal,Asset/BlenderFile/normal/Squirrel/Backup/Squirrel.blend,2021-12-03,3.1 MB
